"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"NIGERIASAT X",37790,20,-66.27227255,153.06126807,732.17,156.65,-47.39,24.00172226,-54.50132759,1629806428,TRUE
"INTELSAT 20",38740,21,0.0467308,68.51915806,35780.54,210.54,66.67,219.67545276,-2.84794566,1629806429,FALSE
"SOCRATES",39768,22,29.88644233,5.10658977,622.18,295.73,-29.67,104.48940588,12.3296867,1629806430,FALSE
"TESS",43435,23,-6.01838126,-83.02861691,323827.01,299.93,-69.05,69.49328297,-6.27685322,1629806431,FALSE
"KEPLER-2 (TARS)",46319,24,7.69829429,154.70265185,533.72,86.53,-34.29,355.14426753,-7.09362793,1629806432,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,25,-39.19478458,64.19207971,433.27,193.1,-25.68,112.76521068,-75.17837654,1629808204,FALSE
"MARS ORBITER MISSION",39370,26,270,109.46986096,-6399.59,0,-89.89,58.75933819,-17.32795512,1629808205,FALSE
"RESOURCESAT 2",37387,27,-52.68014657,-42.7870896,838.23,218.19,-59.42,82.99238193,-39.68554514,1629808206,FALSE
"YOUTHSAT",37388,28,13.65963359,-63.17883456,807.98,306.94,-63.97,79.27712192,-0.94102968,1629808207,FALSE
"SWAYAM",41607,29,34.26864258,-44.98150009,485.27,314.26,-51.16,85.90603194,10.69444824,1629808208,FALSE
"CARTOSAT 2AT",29710,30,44.93431693,-10.6125349,569.28,313.35,-35.56,98.00619046,21.11881236,1629808209,FALSE
"OCEANSAT 2",35931,31,-27.93719487,-13.35945484,732.93,243.81,-47.19,103.80629114,-30.28721976,1629808210,FALSE
"IRNSS-1A",39199,32,25.32204352,59.69744472,35733.23,297.66,67.5,216.53823905,26.55040538,1629808212,FALSE
"INS-1A",41949,33,44.18686829,130.42967256,498,46.77,-20.99,6.76386843,30.04401126,1629808213,TRUE
"KALAMSAT-V2/PSLV",43948,34,-40.50016298,5.18986004,453.57,226.99,-42.61,106.24133046,-42.88447736,1629808214,FALSE
"CHINASAT 2E",49062,35,3.93533603,41.75874663,35112.44,253.82,45.41,196.35829559,1.60077774,1629808215,FALSE
"COSMOS 2550",48865,36,-20.64115002,45.72797848,468.19,221.73,-20.5,137.50272003,-50.34843932,1629808216,FALSE
"CHALLENGEONE",47956,37,61.46115712,-37.33927215,544.11,334.39,-40.73,80.3705909,27.16070627,1629808217,FALSE
"CALSPHERE 1",900,38,-69.15847999,54.59093658,1002.28,188.34,-39.85,75.26296861,-66.43910973,1629808219,FALSE
"HISPASAT 1D",27528,39,-2.03356998,-143.05968696,35800.12,74.01,-51.79,22.19545274,-4.24427517,1629808220,FALSE
"INTEGRAL",27540,40,41.03679822,76.66517329,113223.39,356.6,65,236.94582027,42.38497965,1629808221,FALSE
"ASIASAT 4",27718,41,0.24626092,38.20865941,35779.76,250.93,40.22,192.53738131,-2.48060691,1629808222,FALSE
"INMARSAT 4-F1",28628,42,-3.4043987,143.54154795,35796.93,101.37,14.15,311.80603602,-6.36315679,1629808223,FALSE
"CUBESAT XI-V",28895,43,78.20524601,70.16320907,695.2,358.05,-25.5,61.19695015,47.00071766,1629808224,FALSE
"PAKSAT 1R",37779,44,0.00798107,38.051371,35792.32,250.71,39.95,192.37705514,-2.74409837,1629808225,FALSE
"NIGERIASAT X",37790,45,41.38550774,120.14631094,698.68,47.23,-13.94,359.68087446,33.66498068,1629808227,FALSE
"INTELSAT 20",38740,46,0.04604612,68.52093562,35781.36,210.53,66.67,227.19332917,-2.85959549,1629808228,FALSE
"SOCRATES",39768,47,-78.09764299,-47.6141364,644.85,190.6,-55.38,68.62197198,-51.18297061,1629808229,FALSE
"TESS",43435,48,-5.94935203,-90.32051101,324602.49,314.88,-74.47,69.84658341,-6.20429468,1629808230,FALSE
"KEPLER-2 (TARS)",46319,49,58.16078698,-19.63502561,538.33,327.81,-37,87.4713938,27.76893625,1629808231,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-8.24345176,-169.89286383,421.83,91.57,-55.29,30.11113107,-15.23049958,1629810004,TRUE
"MARS ORBITER MISSION",39370,50,270,101.94932658,-6399.59,0,-89.89,66.28212021,-17.31390145,1629810005,FALSE
"RESOURCESAT 2",37387,50,-20.11928777,144.31824744,829.61,117.15,-32.77,4.52380862,-32.02291563,1629810006,TRUE
"YOUTHSAT",37388,50,-81.23494602,178.85010094,850.35,170.82,-51.91,56.63491043,-54.75032828,1629810007,FALSE
"SWAYAM",41607,50,-77.59593302,-92.6240785,524.28,182.21,-58.63,68.17060803,-48.73558769,1629810008,FALSE
"CARTOSAT 2AT",29710,50,-64.48234457,-42.74393501,593.33,205.07,-58.03,85.03161683,-45.30491614,1629810009,FALSE
"OCEANSAT 2",35931,50,-42.9733104,171.31682284,740.97,130.95,-49.46,26.96943993,-39.4444642,1629810010,TRUE
"IRNSS-1A",39199,50,22.55993784,59.85640971,35724.84,289.55,68.6,224.32652042,23.32858894,1629810011,FALSE
"INS-1A",41949,51,20.95040902,-47.15289192,484.59,303.55,-55.83,94.21553678,2.86262807,1629810012,FALSE
"KALAMSAT-V2/PSLV",43948,51,-23.61701085,-170.88689135,450.85,108.19,-56.44,31.09477118,-24.56631354,1629810013,TRUE
"CHINASAT 2E",49062,51,5.55084719,38.02005239,34991.64,258.31,42.18,199.66057152,3.39008532,1629810014,FALSE
"COSMOS 2550",48865,52,-38.86624922,-170.68234044,475.61,125.06,-57.21,34.32810947,-33.36302066,1629810015,TRUE
"CHALLENGEONE",47956,52,4.41460894,149.78016357,553.45,91.25,-32.08,6.91877133,-10.21742933,1629810016,TRUE
"CALSPHERE 1",900,52,-8.48624748,-132.46797496,1010.23,77.26,-73.1,49.40646786,-13.08774581,1629810017,FALSE
"HISPASAT 1D",27528,52,-1.93451365,-143.06048747,35797.95,73.88,-51.76,29.70780578,-4.14868197,1629810018,FALSE
"INTEGRAL",27540,52,40.55076642,69.55985954,111115.9,343.45,64.23,236.83261515,41.87232769,1629810019,FALSE
"ASIASAT 4",27718,52,0.24037474,38.21079462,35780.57,250.92,40.22,200.05555035,-2.49162006,1629810021,FALSE
"INMARSAT 4-F1",28628,52,-3.35967225,143.55045145,35797.78,101.32,14.15,319.33245306,-6.32714207,1629810022,FALSE
"CUBESAT XI-V",28895,52,-28.05078239,15.89244658,701.42,234.17,-34,126.38846357,-38.95438199,1629810023,FALSE
"PAKSAT 1R",37779,52,0.00897732,38.04892131,35793.67,250.72,39.95,199.89014726,-2.74733448,1629810024,FALSE
"NIGERIASAT X",37790,52,28.49453234,-56.00632708,694.95,315.5,-56.41,89.33101917,7.38216647,1629810025,FALSE
"INTELSAT 20",38740,52,0.04457673,68.5224036,35782.26,210.52,66.67,234.70674768,-2.87354209,1629810026,FALSE
"SOCRATES",39768,52,11.99630443,163.91566788,611.72,79.79,-38.08,15.46879054,-3.08390819,1629810027,TRUE
"TESS",43435,53,-5.88058344,-97.60943376,325371.4,341.12,-78.11,70.20109256,-6.13379555,1629810028,FALSE
"KEPLER-2 (TARS)",46319,53,-53.90251967,-49.59607461,554.29,215.26,-61.89,86.98437113,-39.06851289,1629810029,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,48,49.08642136,-56.20593193,428.27,331.45,-49.73,92.67567043,18.31348041,1629811806,FALSE
"MARS ORBITER MISSION",39370,48,270,94.4204361,-6399.59,0,-89.89,73.8126688,-17.29900496,1629811807,FALSE
"RESOURCESAT 2",37387,48,80.72662949,65.90294619,833.81,357.75,-26.18,76.52218906,46.38133379,1629811808,FALSE
"YOUTHSAT",37388,48,19.2402902,96.84799778,811.64,81.07,12.43,334.32828025,11.760891,1629811809,FALSE
"SWAYAM",41607,48,13.96502856,113.24959098,488.22,90.76,-9.85,352.9548817,-3.87419341,1629811810,TRUE
"CARTOSAT 2AT",29710,48,0.71442589,146.39644403,389.29,96.07,-31.89,13.28875877,-14.2671096,1629811811,TRUE
"OCEANSAT 2",35931,48,64.43680183,138.38921545,733.28,25.22,-25.62,43.31706673,40.38000389,1629811813,FALSE
"IRNSS-1A",39199,48,19.44012837,59.69822384,35717.48,279.54,68.95,231.75325784,19.67806569,1629811814,FALSE
"INS-1A",41949,48,-81.89500594,-173.95604874,513.1,171.73,-53.38,65.72977033,-53.45578985,1629811815,FALSE
"KALAMSAT-V2/PSLV",43948,47,81.0045654,74.26059909,454.81,359.26,-28.7,74.51872533,43.88269717,1629811817,FALSE
"CHINASAT 2E",49062,48,7.17695273,34.3650571,34326.64,262.3,38.81,203.00353182,5.13325629,1629811818,FALSE
"COSMOS 2550",48865,48,61.66120351,-107.52542134,479.57,2.91,-48.77,71.64391168,23.74747414,1629811819,FALSE
"CHALLENGEONE",47956,48,-70.5403503,-16.40590553,590.93,200.58,-52.24,94.19431309,-51.57585073,1629811820,FALSE
"CALSPHERE 1",900,47,85.50574366,42.04275695,1002.59,357.13,-28.52,77.18168912,43.97339557,1629811822,FALSE
"HISPASAT 1D",27528,47,-1.80169457,-143.06150361,35795.57,73.71,-51.71,37.24901355,-4.02101891,1629811823,FALSE
"INTEGRAL",27540,47,40.04311975,62.43587395,108918.6,331.78,61.93,236.72810309,41.30297158,1629811824,FALSE
"ASIASAT 4",27718,47,0.23032835,38.21261718,35781.49,250.9,40.21,207.594303,-2.50922226,1629811825,FALSE
"INMARSAT 4-F1",28628,47,-3.25678237,143.55797922,35798.42,101.21,14.18,326.8822622,-6.22866108,1629811827,FALSE
"CUBESAT XI-V",28895,47,-41.66539289,-160.11299651,687.82,128.8,-60.9,46.91983601,-33.59972896,1629811828,TRUE
"PAKSAT 1R",37779,47,0.00982929,38.04599888,35794.91,250.72,39.94,207.42779862,-2.75270364,1629811829,FALSE
"NIGERIASAT X",37790,47,-77.96913065,-108.45719846,734.41,178.33,-57.96,72.68126025,-49.40454654,1629811830,FALSE
"INTELSAT 20",38740,47,0.04233654,68.52354089,35783.24,210.52,66.67,242.24911402,-2.88961873,1629811831,FALSE
"SOCRATES",39768,47,55.47191232,-10.40928446,625.54,324,-34.13,107.27594588,28.21161469,1629811832,FALSE
"TESS",43435,48,-5.81176822,-104.92780539,326137.16,16.45,-78.19,70.55638749,-6.06500937,1629811833,FALSE
"KEPLER-2 (TARS)",46319,49,-12.15903975,134.8149254,537.75,113.86,-27.71,6.50591956,-28.89569718,1629811835,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,48,-31.94497514,30.7812009,430.71,223.1,-30.8,144.19458865,-48.55841119,1629813606,FALSE
"MARS ORBITER MISSION",39370,48,270,86.89990189,-6399.59,0,-89.89,81.33423936,-17.28355494,1629813607,FALSE
"RESOURCESAT 2",37387,46,-13.2485476,-55.91064918,822.72,268.98,-66.54,105.85311822,-16.23695904,1629813610,FALSE
"YOUTHSAT",37388,45,52.63312524,-76.69622157,808.9,344.52,-50.91,91.61775213,20.4122401,1629813612,FALSE
"SWAYAM",41607,45,50.59255157,-63.58354667,486.98,336.18,-50.58,97.00606418,18.94028538,1629813613,FALSE
"CARTOSAT 2AT",29710,45,61.74709761,-26.1880645,541,332.32,-38.07,105.89051425,28.8330598,1629813614,FALSE
"OCEANSAT 2",35931,45,5.30725103,-30.69741001,724.12,281.25,-50.96,119.79976415,-6.48423504,1629813615,FALSE
"IRNSS-1A",39199,44,16.03294918,59.25234393,35711.36,268.66,68.34,238.83532106,15.68711634,1629813617,FALSE
"INS-1A",41949,43,27.99460061,111.13569756,495.38,64.73,-8.45,7.8689871,20.81936552,1629813619,TRUE
"KALAMSAT-V2/PSLV",43948,43,-27.86871633,-14.43956969,448.46,244.13,-48.65,124.75326215,-29.84616185,1629813621,FALSE
"CHINASAT 2E",49062,43,8.84507441,30.92465474,33102.61,265.9,35.47,206.47898985,6.86729207,1629813622,FALSE
"COSMOS 2550",48865,42,-7.34745039,16.95668442,465.79,253.35,-29.66,145.84100681,-22.51051932,1629813624,FALSE
"CHALLENGEONE",47956,41,40.97900589,-52.42217074,542.51,323.51,-51.29,103.93617876,14.28283686,1629813626,FALSE
"CALSPHERE 1",900,41,-18.31629916,32.3715444,974.03,234.22,-21.5,157.50652782,-38.78718186,1629813627,FALSE
"HISPASAT 1D",27528,40,-1.63762152,-143.06286387,35793.03,73.49,-51.65,44.7938817,-3.86369599,1629813629,FALSE
"INTEGRAL",27540,40,39.5134782,55.31792704,106635.33,322.49,58.42,236.64214745,40.67670711,1629813630,FALSE
"ASIASAT 4",27718,41,0.21627918,38.21408703,35782.48,250.88,40.21,215.14524531,-2.5331324,1629813632,FALSE
"INMARSAT 4-F1",28628,42,-3.09716672,143.56336556,35798.86,101.05,14.24,334.44629307,-6.0690286,1629813636,FALSE
"CUBESAT XI-V",28895,43,67.35471289,165.39096707,687.67,23.82,-32.49,56.68331166,35.06778652,1629813637,FALSE
"PAKSAT 1R",37779,44,0.01052053,38.04264726,35796.02,250.72,39.94,214.98588862,-2.76012852,1629813639,FALSE
"NIGERIASAT X",37790,45,10.39542828,103.15314553,699.88,102.89,0.78,346.74242811,-12.30379235,1629813640,TRUE
"INTELSAT 20",38740,46,0.03935821,68.52432242,35784.26,210.51,66.67,249.81205086,-2.90755004,1629813641,FALSE
"SOCRATES",39768,47,-55.11019366,-40.84373673,640.24,215.75,-58.94,105.10204455,-40.88863618,1629813643,FALSE
"TESS",43435,48,-5.74290654,-112.27562145,326899.7,43.37,-74.61,70.91043576,-5.99789235,1629813645,FALSE
"KEPLER-2 (TARS)",46319,49,75.91829687,-22.95725154,541.21,345.71,-35.02,95.79147025,35.92079408,1629813647,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,0,-46.58732399,-132.90699874,435.92,145.04,-69.93,255.58121054,-33.25356849,1629858605,FALSE
"MARS ORBITER MISSION",39370,1,270,-101.10927812,-6399.59,0,-89.89,269.26889331,-17.26502224,1629858606,FALSE
"RESOURCESAT 2",37387,2,-22.80340289,-57.72065396,830.51,255.31,-68.02,292.1808229,-21.64336103,1629858607,TRUE
"YOUTHSAT",37388,3,-80.0931086,-38.36235251,850.31,189.58,-53.49,278.65798422,-53.17800204,1629858608,FALSE
"SWAYAM",41607,4,70.23185187,120.69679773,489.71,15.5,-25.6,249.75855006,44.47224521,1629858610,FALSE
"CARTOSAT 2AT",29710,5,82.03360047,-127.8052564,489.49,3.59,-37.44,265.98543705,35.07473672,1629858612,FALSE
"OCEANSAT 2",35931,6,13.03445053,-40.88878996,725.81,292.88,-54.38,301.80863516,-1.62810457,1629858614,TRUE
"IRNSS-1A",39199,7,-12.08633326,58.64675938,35863.01,214.98,48.95,66.22289346,-16.80439511,1629858615,FALSE
"INS-1A",41949,8,8.29054465,-73.53508708,494.26,310.7,-70.38,284.12918166,-4.21406247,1629858616,TRUE
"KALAMSAT-V2/PSLV",43948,9,-36.94070378,156.20475268,452.07,128.4,-43.59,221.96860617,-39.30409294,1629858619,FALSE
"CHINASAT 2E",49062,10,-0.1015287,98.07523809,35784.01,130.12,59.58,112.17637129,-3.04033219,1629858620,FALSE
"COSMOS 2550",48865,11,-2.88755448,-174.51264062,466.05,87.53,-52.04,230.39375494,-12.01784592,1629858621,FALSE
"CHALLENGEONE",47956,12,-17.81651656,129.09694908,558.66,122.5,-26.41,199.75759253,-36.24247854,1629858622,FALSE
"CALSPHERE 1",900,13,-72.18843998,-156.07451821,1004.46,163.64,-56.04,255.22003062,-49.3386784,1629858624,FALSE
"HISPASAT 1D",27528,14,1.43014223,-142.95562512,35781.56,69.46,-50.57,232.8799708,-0.95569923,1629858625,FALSE
"INTEGRAL",27540,15,-21.03467946,58.96968511,2652.15,207.36,2.29,32.81421018,-56.76920372,1629858626,FALSE
"ASIASAT 4",27718,16,-0.19800773,38.16821843,35788.85,250.37,39.96,43.09540865,-3.17961878,1629858627,FALSE
"INMARSAT 4-F1",28628,17,2.86982839,143.56233648,35772.78,94.9,16.26,162.4379275,0.424857,1629858629,FALSE
"CUBESAT XI-V",28895,18,-67.58633709,17.65613002,701.55,199.68,-45.2,295.5199031,-57.75816765,1629858630,FALSE
"PAKSAT 1R",37779,19,-0.01534502,37.99127071,35776.43,250.72,39.87,42.91323691,-2.97636542,1629858631,FALSE
"NIGERIASAT X",37790,20,-43.4676061,89.56904865,719.73,170.81,-25.73,224.77657121,-77.9796156,1629858633,FALSE
"INTELSAT 20",38740,21,-0.03507398,68.48183009,35786.56,210.52,66.57,77.75884173,-3.05972492,1629858634,FALSE
"SOCRATES",39768,22,42.26571682,150.22728446,623.78,50.93,-28.36,221.68256315,22.9293469,1629858636,FALSE
"TESS",43435,23,-4.09734745,64.97916548,343888.67,213.05,64.28,75.71259955,-4.51034204,1629858637,FALSE
"KEPLER-2 (TARS)",46319,24,53.38123175,-71.94001126,537.87,342.21,-50.68,281.40393657,20.11302692,1629858638,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,25,2.70444694,-14.66629562,420.39,273.61,-44.33,323.16057901,-9.6672508,1629860402,TRUE
"MARS ORBITER MISSION",39370,26,270,-108.61727834,-6399.59,0,-89.89,276.77717827,-17.2807765,1629860403,FALSE
"RESOURCESAT 2",37387,27,79.24338032,-121.54138388,833.75,3.71,-37.47,273.34414601,35.01440314,1629860404,FALSE
"YOUTHSAT",37388,28,21.59692946,-106.04714541,811.07,6.66,-69.18,274.46764147,3.27171616,1629860405,FALSE
"SWAYAM",41607,29,-42.60125848,85.87199012,509.57,173.7,-26.4,244.24944341,-79.21582599,1629860406,FALSE
"CARTOSAT 2AT",29710,30,-20.04668735,121.16880588,623.21,129.74,-23.09,202.45468106,-42.54566252,1629860407,FALSE
"OCEANSAT 2",35931,31,57.51985561,146.72937043,730.89,33.89,-26.95,239.71086392,34.89670074,1629860408,FALSE
"IRNSS-1A",39199,32,-8.32311034,57.70854434,35865.18,220.28,51.77,72.67304812,-12.51156565,1629860409,FALSE
"INS-1A",41949,33,57.01881918,111.38031272,494.22,24.11,-18.39,242.3361681,47.1474531,1629860410,FALSE
"KALAMSAT-V2/PSLV",43948,34,-27.64734882,-19.98492759,452.26,245.5,-51.14,317.42588195,-28.87473452,1629860411,TRUE
"CHINASAT 2E",49062,35,-0.13388781,98.07583189,35784.37,130.18,59.56,119.66383228,-3.06343269,1629860412,FALSE
"COSMOS 2550",48865,36,-54.91788797,-39.91439975,480.4,216.13,-59.07,300.28779627,-40.79606974,1629860413,TRUE
"CHALLENGEONE",47956,37,81.02357103,-4.21096364,546.74,350.58,-32.65,287.15733238,39.16355351,1629860414,FALSE
"CALSPHERE 1",900,38,-5.80072695,16.9634337,1010.17,254.9,-25.92,345.0627098,-20.91263993,1629860416,FALSE
"HISPASAT 1D",27528,39,1.21268405,-142.95569797,35784.23,69.73,-50.66,240.36583618,-1.16385214,1629860417,FALSE
"INTEGRAL",27540,40,30.31344128,76.26291197,10116.54,351.53,68.94,92.90555248,38.14479727,1629860418,FALSE
"ASIASAT 4",27718,41,-0.17681278,38.16738459,35787.75,250.4,39.97,50.58196349,-3.14457205,1629860419,FALSE
"INMARSAT 4-F1",28628,42,2.60627188,143.57093307,35772.77,95.17,16.17,169.92818683,0.15085524,1629860420,FALSE
"CUBESAT XI-V",28895,43,40.3053757,-16.66703542,677.47,309.93,-38.07,316.18077708,17.21721589,1629860422,TRUE
"PAKSAT 1R",37779,44,-0.01598022,37.99480216,35775.7,250.72,39.88,50.40469713,-2.96564649,1629860423,FALSE
"NIGERIASAT X",37790,45,-27.70326979,-86.16103677,713.78,231.84,-80.84,284.65973767,-22.93359268,1629860424,TRUE
"INTELSAT 20",38740,46,-0.03097308,68.48177472,35785.53,210.52,66.57,85.24176971,-3.03948364,1629860425,FALSE
"SOCRATES",39768,47,-66.73428885,116.95274217,643.17,165.67,-41.66,252.7363005,-62.75198842,1629860426,FALSE
"TESS",43435,48,-4.03418992,57.6983142,344488.8,225.67,59.83,75.78799547,-4.44235821,1629860427,FALSE
"KEPLER-2 (TARS)",46319,49,13.15393258,112.47716817,532.48,92.47,-8.82,194.65327358,-4.72938152,1629860428,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,43.06430671,108.23592466,426.99,38.25,-12.3,230.03553141,42.12785265,1629862202,FALSE
"MARS ORBITER MISSION",39370,51,270,-116.13781255,-6399.59,0,-89.89,284.29863666,-17.29630122,1629862203,FALSE
"RESOURCESAT 2",37387,52,-10.14344307,102.10013093,821.92,137.78,-7.48,186.19742077,-47.49569607,1629862204,FALSE
"YOUTHSAT",37388,53,50.4900546,79.98830301,808.74,1.77,-5.21,280.00379127,67.27094276,1629862205,FALSE
"SWAYAM",41607,53,-23.17990824,-91.82477211,500.59,236.9,-84.47,289.25237678,-20.40760287,1629862206,TRUE
"CARTOSAT 2AT",29710,53,-46.88929613,-55.00587696,454.08,222.03,-65.12,304.31028373,-34.79497762,1629862207,TRUE
"OCEANSAT 2",35931,52,-49.98857563,116.10706571,742.52,155.88,-33.47,235.33933478,-62.94650895,1629862209,FALSE
"IRNSS-1A",39199,53,-4.43953721,56.63918585,35866.14,226.66,54.29,78.98768206,-8.06252084,1629862210,FALSE
"INS-1A",41949,53,-56.51738597,81.4399743,503.84,178.29,-34.11,278.99472434,-73.2506611,1629862211,FALSE
"KALAMSAT-V2/PSLV",43948,54,80.98713826,-108.16691806,454.88,1.05,-38.58,283.51503033,34.00104899,1629862212,FALSE
"CHINASAT 2E",49062,54,-0.164119,98.07631485,35784.76,130.23,59.53,127.19282887,-3.0850357,1629862214,FALSE
"COSMOS 2550",48865,54,47.33143653,16.18184247,475.47,315.24,-25.68,330.82715743,28.60428825,1629862215,FALSE
"CHALLENGEONE",47956,54,-28.06119621,-72.33779431,570.77,243.52,-74.98,299.00468439,-23.52400034,1629862216,TRUE
"CALSPHERE 1",900,54,83.05380161,-169.2374172,1000.99,6.67,-32.36,277.20964627,39.86037843,1629862217,FALSE
"HISPASAT 1D",27528,55,0.97334602,-142.95799903,35786.95,70.04,-50.75,247.88728529,-1.39269209,1629862218,FALSE
"INTEGRAL",27540,56,47.32726823,82.45876102,18018.57,5.39,50.28,110.51769609,56.85262311,1629862219,FALSE
