"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"KEPLER-2 (TARS)",46319,64,70.43427237,-105.85630482,540.67,1.46,-43.9,291.83673796,28.63033319,1629950430,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,7.38476339,128.54535128,422.66,94.99,-20.93,229.11687611,-10.48420056,1629952203,FALSE
"MARS ORBITER MISSION",39370,50,270,-132.16870655,-6399.59,0,-89.89,300.33350899,-17.32733178,1629952204,FALSE
"RESOURCESAT 2",37387,50,60.60148162,104.19378778,829.06,17.01,-15.51,272.59615091,53.05535381,1629952205,FALSE
"YOUTHSAT",37388,50,65.59868966,-144.07630087,812.14,16.28,-42.24,286.76634999,28.45431066,1629952206,FALSE
"SWAYAM",41607,50,-62.6439758,-95.77505235,520.09,183.74,-66.49,302.2719495,-40.92094889,1629952207,TRUE
"CARTOSAT 2AT",29710,50,-73.47875938,73.98346154,567.48,181.29,-43.12,302.29126783,-64.33006402,1629952208,FALSE
"OCEANSAT 2",35931,50,-81.50985145,34.74886554,752.39,186.02,-48.05,307.99852363,-59.03994411,1629952209,FALSE
"IRNSS-1A",39199,50,3.98031815,54.23161492,35864.02,243.39,58.16,92.23149432,1.62201756,1629952210,FALSE
"INS-1A",41949,49,-17.87490065,75.18174999,487.49,185.45,-11.08,80.73487978,-81.77354345,1629952212,FALSE
"KALAMSAT-V2/PSLV",43948,50,71.38073736,160.30294116,452.82,19.61,-32.78,280.01602241,36.43858833,1629952213,FALSE
"CHINASAT 2E",49062,50,-0.21917356,98.0680545,35785.29,130.33,59.5,143.20870155,-3.12484037,1629952214,FALSE
"COSMOS 2550",48865,50,39.62497028,-9.73219377,474.42,307.91,-36.31,342.15686269,17.03520484,1629952216,FALSE
"CHALLENGEONE",47956,50,82.47004152,2.60996923,546.79,352.24,-32.22,309.04219802,39.80664959,1629952217,FALSE
"CALSPHERE 1",900,50,-25.45692602,173.33149388,977.27,113.08,-47.49,255.48132539,-28.15733588,1629952218,FALSE
"HISPASAT 1D",27528,50,0.41295196,-142.97130578,35791.76,70.76,-50.96,263.90812127,-1.92774341,1629952220,FALSE
"INTEGRAL",27540,49,55.58934654,177.33132353,144482.17,34.48,6.99,223.40370647,54.89887616,1629952221,FALSE
"ASIASAT 4",27718,49,-0.09297294,38.16418268,35784.32,250.51,40.01,74.13865512,-3.00777335,1629952222,FALSE
"INMARSAT 4-F1",28628,49,1.51189265,143.56805372,35773.97,96.31,15.81,193.47841315,-1.00315887,1629952223,FALSE
"CUBESAT XI-V",28895,49,-56.15873592,135.54698341,707.85,151.93,-40.74,260.0910185,-56.35787175,1629952224,FALSE
"PAKSAT 1R",37779,49,-0.01665044,38.00172486,35774.53,250.71,39.88,73.96892216,-2.92288969,1629952225,FALSE
"NIGERIASAT X",37790,50,31.12381498,71.92682308,695.6,337.71,14.06,24.38897851,68.29461726,1629952226,FALSE
"INTELSAT 20",38740,50,-0.01628134,68.47714291,35783.06,210.55,66.58,108.79146609,-2.97382907,1629952227,FALSE
"SOCRATES",39768,50,16.49306732,115.41958284,621.65,85.81,-9.34,220.66594518,1.35216206,1629952228,FALSE
"TESS",43435,51,-0.97080112,43.56914904,367869.13,245.48,50.41,85.02678559,-1.28724726,1629952229,FALSE
"KEPLER-2 (TARS)",46319,51,-5.26687984,87.52222029,535.09,157.55,-1.54,177.24747428,-62.63026561,1629952230,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-48.8647813,-117.49803335,436.05,160.93,-72.54,300.99995108,-33.82534932,1629954002,TRUE
"MARS ORBITER MISSION",39370,50,270,-139.68924093,-6399.59,360,-89.89,307.85681892,-17.34037604,1629954004,FALSE
"RESOURCESAT 2",37387,50,-44.55205967,72.5828057,834.82,184.78,-25.25,336.28878152,-81.09930577,1629954005,FALSE
"YOUTHSAT",37388,50,5.92004916,48.10108316,810.47,252.69,-4.06,39.18762894,-17.71262513,1629954006,FALSE
"SWAYAM",41607,50,50.55184762,-126.31382542,487.82,16.38,-52.88,297.60765074,18.23727881,1629954007,FALSE
"CARTOSAT 2AT",29710,50,11.17841753,-87.44969774,387.17,333.08,-73.62,315.24761417,-2.79000454,1629954008,TRUE
"OCEANSAT 2",35931,50,16.49262018,-78.90477891,725.78,325.44,-68.59,319.86832111,0.38510218,1629954009,TRUE
"IRNSS-1A",39199,50,7.87145614,53.15268807,35861.19,252.14,59.12,98.47355193,6.10508111,1629954010,FALSE
"INS-1A",41949,50,-47.52877056,-101.95593052,507.56,179.41,-74.49,307.67526313,-32.99386827,1629954011,TRUE
"KALAMSAT-V2/PSLV",43948,51,-41.79701557,117.71241183,454.1,149.57,-31.86,251.19528021,-58.85630628,1629954012,FALSE
"CHINASAT 2E",49062,50,-0.23900199,98.06828944,35785.58,130.36,59.48,150.72876078,-3.13908765,1629954014,FALSE
"COSMOS 2550",48865,50,19.78209924,133.7084133,467.1,78.13,-21.97,242.4647256,4.15887474,1629954015,FALSE
"CHALLENGEONE",47956,50,-23.50298471,-94.10121863,568.8,228.47,-85.25,311.70597067,-20.53808594,1629954016,TRUE
"CALSPHERE 1",900,50,-51.96294802,-13.89758975,1017.94,219.83,-49.33,343.87693777,-44.90299376,1629954017,FALSE
"HISPASAT 1D",27528,51,0.13663233,-142.97883659,35794.29,71.12,-51.06,271.4126458,-2.19120213,1629954018,FALSE
"INTEGRAL",27540,51,55.34142188,170.26483011,145028.81,35.73,10.85,223.89170113,54.88260284,1629954019,FALSE
"ASIASAT 4",27718,51,-0.06197997,38.16487948,35783.2,250.55,40.03,81.65153071,-2.95789265,1629954020,FALSE
"INMARSAT 4-F1",28628,51,1.0998584,143.56285988,35774.79,96.74,15.68,200.98301342,-1.44147936,1629954021,FALSE
"CUBESAT XI-V",28895,50,-13.46968991,-37.87478069,674.67,264.08,-57.68,341.89605691,-17.90883786,1629954023,TRUE
"PAKSAT 1R",37779,50,-0.01664565,38.00578562,35774.61,250.71,39.89,81.48996793,-2.90743797,1629954024,FALSE
"NIGERIASAT X",37790,51,-75.57847293,26.9788723,734.12,191.44,-46.44,323.48481104,-59.55463732,1629954025,FALSE
"INTELSAT 20",38740,51,-0.01082645,68.47832928,35782.2,210.56,66.59,116.30882926,-2.95300267,1629954026,FALSE
"SOCRATES",39768,51,-81.03587715,-13.79845009,643.61,189.47,-51.84,317.98708449,-54.84874501,1629954027,FALSE
"TESS",43435,51,-0.9135015,36.22691875,368186.32,250.64,43.85,85.10758506,-1.22713476,1629954028,FALSE
"KEPLER-2 (TARS)",46319,51,-60.99242595,-85.65441081,557.49,190.9,-66.62,313.56481469,-40.35469122,1629954029,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,48,32.53125487,-30.73094578,422.96,306.75,-46.35,349.59154863,10.1076795,1629955805,TRUE
"MARS ORBITER MISSION",39370,47,270,-147.22230946,-6399.59,360,-89.89,315.39317563,-17.35215746,1629955807,FALSE
"RESOURCESAT 2",37387,47,-28.21868122,-101.72403237,832.45,179.05,-84.37,315.29213977,-23.11973844,1629955808,TRUE
"YOUTHSAT",37388,46,-76.50562265,-102.73108504,849.78,179.67,-58.54,315.10767314,-48.94880352,1629955810,FALSE
"SWAYAM",41607,45,13.80060613,56.80442852,486.77,263.4,0.55,47.93018895,-6.04882609,1629955813,FALSE
"CARTOSAT 2AT",29710,45,52.13758765,96.77278262,568.28,18.48,-11.68,282.29519817,55.63591673,1629955814,FALSE
"OCEANSAT 2",35931,45,53.39518417,107.28632612,729.9,25.33,-13.27,274.85361998,50.44033391,1629955816,FALSE
"IRNSS-1A",39199,45,11.67761139,52.19174885,35857.2,260.96,59.57,104.85808267,10.49024838,1629955817,FALSE
"INS-1A",41949,44,66.00715837,-134.13100396,500.96,12.72,-44.57,305.37915757,26.86836198,1629955819,FALSE
"KALAMSAT-V2/PSLV",43948,44,-21.67812972,-58.40168698,450.49,257.06,-68.91,337.49557179,-20.97388941,1629955821,TRUE
"CHINASAT 2E",49062,44,-0.25477686,98.06843823,35785.89,130.39,59.47,158.28206785,-3.15045579,1629955822,FALSE
"COSMOS 2550",48865,43,-66.8993306,-124.57544532,483.01,168.61,-63.26,308.32782092,-43.53268855,1629955824,TRUE
"CHALLENGEONE",47956,43,-43.37378446,88.80442585,574.55,171.41,-26.6,275.78445836,-77.81294398,1629955825,FALSE
"CALSPHERE 1",900,42,51.40625989,-21.87352176,1009.2,321.69,-36.65,348.82441187,24.84064221,1629955827,FALSE
"HISPASAT 1D",27528,42,-0.14385624,-142.98747523,35796.69,71.49,-51.16,278.96650727,-2.45842177,1629955828,FALSE
"INTEGRAL",27540,41,55.09180227,163.13854762,145528.35,36.62,14.87,224.31398264,54.86769959,1629955830,FALSE
"ASIASAT 4",27718,41,-0.02968332,38.16596692,35782.13,250.59,40.04,89.21904903,-2.90615162,1629955831,FALSE
"INMARSAT 4-F1",28628,42,0.66558701,143.55516214,35775.81,97.19,15.55,208.54361464,-1.9050257,1629955833,FALSE
"CUBESAT XI-V",28895,43,79.24775759,-179.41448474,696.07,10.92,-33.8,304.17834472,37.70289108,1629955834,FALSE
"PAKSAT 1R",37779,44,-0.01636246,38.00981148,35774.88,250.71,39.89,89.0652178,-2.89124931,1629955836,FALSE
"NIGERIASAT X",37790,45,7.50640881,-128.97237346,699.69,49.64,-70.59,300.82569183,-4.46608726,1629955837,TRUE
"INTELSAT 20",38740,46,-0.0051384,68.47982032,35781.41,210.56,66.6,123.88494365,-2.93272524,1629955839,FALSE
"SOCRATES",39768,47,26.43886261,-85.88541529,613.07,340.5,-65.71,323.50725487,5.48514041,1629955841,TRUE
"TESS",43435,48,-0.85580528,28.82317656,368500.79,254.76,37.06,85.19981686,-1.16651637,1629955842,FALSE
"KEPLER-2 (TARS)",46319,49,52.02672657,-116.48245203,537.51,9.72,-53.12,309.457299,18.89301866,1629955844,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,16.16051926,98.34392599,422.84,90.7,1.29,231.47683081,-0.06525993,1629957604,FALSE
"MARS ORBITER MISSION",39370,49,270,-154.73448773,-6399.59,0,-89.89,322.90908283,-17.36242368,1629957605,FALSE
"RESOURCESAT 2",37387,49,75.36374248,-149.2180011,833.42,10.9,-37.45,312.53445425,34.11051201,1629957606,FALSE
"YOUTHSAT",37388,49,26.89610889,-152.02823341,810.09,48.9,-54.78,296.99599809,6.67657482,1629957607,FALSE
"SWAYAM",41607,49,-77.79621535,-96.58750452,524.61,181.21,-58.58,323.85089045,-48.91038837,1629957608,TRUE
"CARTOSAT 2AT",29710,49,-57.2332774,66.76376832,593.56,186.57,-34.35,340.69365761,-72.18506558,1629957610,FALSE
"OCEANSAT 2",35931,48,-53.7702997,77.13105659,744.19,180.84,-31.19,325.66468374,-76.30165267,1629957611,FALSE
"IRNSS-1A",39199,48,15.30664921,51.41610614,35852.12,269.41,59.59,111.38375587,14.67041011,1629957612,FALSE
"INS-1A",41949,48,-1.20588956,54.87895102,483.74,233.9,-7.03,57.1735517,-36.45461333,1629957613,FALSE
"KALAMSAT-V2/PSLV",43948,49,80.63858046,179.65808964,454.46,9.56,-34.81,313.24022515,36.92484041,1629957614,FALSE
"CHINASAT 2E",49062,49,-0.26605283,98.06849137,35786.2,130.41,59.46,165.77254344,-3.15862415,1629957615,FALSE
"COSMOS 2550",48865,49,26.35984067,-40.80317618,471.03,305.32,-51.79,353.47521738,5.96461216,1629957616,TRUE
"CHALLENGEONE",47956,49,67.81291547,55.31895701,544.55,349.17,-21.57,338.71522889,49.55739568,1629957617,FALSE
"CALSPHERE 1",900,49,26.1601577,150.92498064,972.76,68.38,-27.43,266.09926099,10.11083638,1629957619,FALSE
"HISPASAT 1D",27528,48,-0.41908546,-142.99666347,35798.88,71.85,-51.25,286.44491307,-2.72042199,1629957620,FALSE
"INTEGRAL",27540,48,54.8449147,156.08290075,145972.29,37.11,18.96,224.66338451,54.8509451,1629957621,FALSE
"ASIASAT 4",27718,48,0.00277259,38.16740728,35781.13,250.63,40.06,96.70330242,-2.85438233,1629957622,FALSE
"INMARSAT 4-F1",28628,48,0.2249635,143.54583765,35776.99,97.65,15.41,216.01503039,-2.37681779,1629957624,FALSE
"CUBESAT XI-V",28895,48,-26.07838608,121.22456068,700.26,135.12,-24.91,251.03268595,-47.56505817,1629957625,FALSE
"PAKSAT 1R",37779,48,-0.01581337,38.01365493,35775.35,250.71,39.9,96.54827223,-2.87491701,1629957626,FALSE
"NIGERIASAT X",37790,48,62.42930123,60.02339341,699.19,348.37,-16.61,342.23046505,54.01024818,1629957627,FALSE
"INTELSAT 20",38740,48,0.0005659,68.48155505,35780.72,210.57,66.6,131.36099036,-2.91376013,1629957628,FALSE
"SOCRATES",39768,48,42.33883781,97.77734423,623.99,29.48,-5.03,268.26209694,53.29268424,1629957629,FALSE
"TESS",43435,49,-0.79900595,21.52529672,368805.55,258.13,30.24,85.30264508,-1.10681324,1629957630,FALSE
"KEPLER-2 (TARS)",46319,49,14.72434529,67.6754425,532.52,257.29,17.8,73.88271765,-5.97205994,1629957631,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,-51.46165859,-157.18259545,437.29,140.99,-61.44,307.86492216,-38.17821634,1629959406,TRUE
"MARS ORBITER MISSION",39370,49,270,-162.26755627,-6399.59,360,-89.89,330.44627736,-17.37105449,1629959408,FALSE
"RESOURCESAT 2",37387,50,-4.93313671,57.8733812,820.79,224.37,-2.42,74.51211232,-43.92281476,1629959409,FALSE
"YOUTHSAT",37388,49,45.02250632,33.12620322,808.42,316.2,-15.53,25.59442491,35.66983448,1629959411,FALSE
"SWAYAM",41607,50,34.23469624,-144.92288569,486.41,38.47,-55.62,309.5867561,9.99224216,1629959412,TRUE
"CARTOSAT 2AT",29710,50,-6.82003848,-107.47156418,391.29,29.19,-83.73,327.36100105,-12.01520593,1629959414,TRUE
"OCEANSAT 2",35931,50,-16.71912532,-96.4719427,730.83,279.22,-87.41,333.15018105,-17.08252834,1629959415,TRUE
"IRNSS-1A",39199,50,18.74715854,50.86990826,35845.96,277.29,59.32,118.19450079,18.6336729,1629959417,FALSE
"INS-1A",41949,50,-63.32811637,-117.7915095,511.87,170.06,-65.53,324.99473429,-41.52130175,1629959418,TRUE
"KALAMSAT-V2/PSLV",43948,50,-29.24226668,98.15916408,448.9,157.42,-21.02,253.4573803,-68.31370754,1629959420,FALSE
"CHINASAT 2E",49062,51,-0.27281841,98.06844245,35786.52,130.42,59.46,173.31717121,-3.16358482,1629959421,FALSE
"COSMOS 2550",48865,51,32.89773075,103.86668311,470.33,51.11,-5.57,260.4949795,34.70782449,1629959422,FALSE
"CHALLENGEONE",47956,51,-2.69099197,-113.70292097,557.95,40.26,-80.08,324.0408412,-9.78059106,1629959424,TRUE
"CALSPHERE 1",900,51,-77.72963443,142.5474106,1008.43,168.66,-47.53,315.63781331,-58.52553555,1629959425,FALSE
"HISPASAT 1D",27528,51,-0.68921688,-143.00614858,35800.87,72.21,-51.35,293.98180665,-2.97735921,1629959426,FALSE
"INTEGRAL",27540,51,54.59569384,148.95655361,146369.99,37.18,23.15,224.94811006,54.82840758,1629959428,FALSE
"ASIASAT 4",27718,52,0.0354743,38.16920636,35780.2,250.67,40.08,104.2547113,-2.80244604,1629959429,FALSE
"INMARSAT 4-F1",28628,52,-0.22317428,143.53552503,35778.35,98.12,15.27,223.54837928,-2.85808275,1629959430,FALSE
"CUBESAT XI-V",28895,52,-43.48082462,-54.66416924,688.17,226.48,-65.18,351.86983243,-33.31062117,1629959432,TRUE
"PAKSAT 1R",37779,51,-0.01499655,38.01733368,35776.02,250.7,39.9,104.10627394,-2.85836185,1629959434,FALSE
"NIGERIASAT X",37790,51,-46.15615065,28.77729779,721.66,212.91,-35.09,23.01839667,-55.91112448,1629959435,FALSE
"INTELSAT 20",38740,50,0.00633384,68.48354534,35780.11,210.57,66.61,138.92917099,-2.89594885,1629959439,FALSE
"SOCRATES",39768,47,-68.21597753,62.89752154,643.17,185.77,-40.3,341.6550546,-66.69129253,1629959446,FALSE
"TESS",43435,48,-0.74137358,14.10874066,369109.85,261.08,23.25,85.42032199,-1.04626512,1629959447,FALSE
"KEPLER-2 (TARS)",46319,49,-78.06058024,-83.69976269,562.02,184.18,-58.05,333.97715186,-49.3494052,1629959448,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,24.41602652,-62.79382334,421.36,316.76,-60.87,357.48751869,4.30339968,1629961204,TRUE
"MARS ORBITER MISSION",39370,50,270,-169.77555632,-6399.59,0,-89.89,337.95870427,-17.37785067,1629961205,FALSE
"RESOURCESAT 2",37387,49,-67.22640051,-107.77555863,845.83,176.82,-63.48,335.98650832,-43.98648986,1629961207,TRUE
"YOUTHSAT",37388,49,-60.15809583,2.44950298,843.26,209.4,-46.14,11.88432847,-52.42684873,1629961208,FALSE
"SWAYAM",41607,49,30.76036198,36.85791814,485.82,297.33,-14.26,44.77365431,20.5597362,1629961210,FALSE
"CARTOSAT 2AT",29710,49,69.15448442,85.27160941,538.43,3.08,-21.25,333.45004504,51.10849263,1629961211,FALSE
"OCEANSAT 2",35931,49,81.53926186,150.70319529,734.95,8.6,-30.74,328.23236599,41.04199315,1629961212,FALSE
"IRNSS-1A",39199,48,21.90495893,50.6052789,35838.84,284.36,58.93,125.28130293,22.2746807,1629961214,FALSE
"INS-1A",41949,48,49.55518241,-148.57439725,498.68,29.03,-48.9,318.33040656,18.75270916,1629961215,FALSE
"KALAMSAT-V2/PSLV",43948,48,-35.09607662,-78.16522516,455.09,225.46,-75.96,349.19102221,-27.03166427,1629961216,TRUE
"CHINASAT 2E",49062,48,-0.27486112,98.06828571,35786.84,130.42,59.45,180.8198805,-3.16518265,1629961217,FALSE
"COSMOS 2550",48865,48,-64.83061593,175.16348379,482.13,153.35,-52.85,313.56287142,-48.96405417,1629961218,FALSE
"CHALLENGEONE",47956,48,-64.40089743,75.14350253,587.24,181.46,-38.05,341.13913128,-69.37242236,1629961220,FALSE
"CALSPHERE 1",900,48,-0.02697881,-44.20398068,1009.92,280.92,-58.12,9.71978876,-9.24941949,1629961221,FALSE
"HISPASAT 1D",27528,47,-0.94617223,-143.01542141,35802.59,72.55,-51.43,301.48156784,-3.22155163,1629961223,FALSE
"INTEGRAL",27540,48,54.34773469,141.86642761,146715.56,36.77,27.34,225.16553706,54.79674676,1629961224,FALSE
"ASIASAT 4",27718,48,0.06737361,38.171311,35779.38,250.71,40.09,111.76042388,-2.75200851,1629961225,FALSE
"INMARSAT 4-F1",28628,47,-0.66521528,143.52507718,35779.82,98.58,15.13,231.04436062,-3.33420921,1629961227,FALSE
"CUBESAT XI-V",28895,47,64.8721817,-87.32506365,687.77,353.95,-46.01,342.79279682,26.23786859,1629961228,FALSE
"PAKSAT 1R",37779,47,-0.01384081,38.02041581,35776.9,250.7,39.9,111.60923223,-2.84203636,1629961229,FALSE
"NIGERIASAT X",37790,47,-24.74207364,-146.73223035,711.84,107.58,-67.52,314.7758884,-22.83446145,1629961230,TRUE
"INTELSAT 20",38740,47,0.01193702,68.48571085,35779.62,210.57,66.62,146.41811611,-2.880001,1629961231,FALSE
"SOCRATES",39768,47,-0.14370421,-104.41356633,612.73,9.61,-80.81,336.54354999,-8.45325337,1629961233,TRUE
"TESS",43435,48,-0.6847686,6.81436768,369403.88,263.67,16.33,85.54989766,-0.98687955,1629961234,FALSE
"KEPLER-2 (TARS)",46319,49,31.63794889,-133.92639048,534.05,32.58,-59.74,322.18497186,8.34475999,1629961235,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,24.70294849,67.43252888,423.67,307.15,9.89,74.24365034,38.26115128,1629963004,FALSE
"MARS ORBITER MISSION",39370,51,270,-177.2960907,-6399.59,0,-89.89,345.48391151,-17.38273374,1629963005,FALSE
"RESOURCESAT 2",37387,52,37.34733374,-142.98840564,827.13,34.88,-54.12,325.42986728,12.3952573,1629963006,TRUE
"YOUTHSAT",37388,52,-12.59376072,-168.40299216,820,95.77,-55.57,309.34144142,-17.60468018,1629963007,TRUE
"SWAYAM",41607,53,-80.11330841,-21.60635083,524.94,190.37,-52.91,356.08541748,-53.68165813,1629963008,FALSE
"CARTOSAT 2AT",29710,53,-40.18697784,49.93847682,611.35,204.23,-27.46,47.20646806,-65.56671323,1629963009,FALSE
"OCEANSAT 2",35931,53,-20.55571539,62.93448395,730.17,202.66,-12.13,86.24584393,-67.45873706,1629963010,FALSE
"IRNSS-1A",39199,52,24.73605869,50.65355469,35830.82,290.6,58.55,132.73022654,25.54694047,1629963013,FALSE
"INS-1A",41949,53,15.47634606,34.55014082,483.43,274.07,-15.62,59.40927968,-0.84416296,1629963014,FALSE
"KALAMSAT-V2/PSLV",43948,53,76.87502875,-133.18390035,454.62,6.91,-39.83,339.29197121,32.29123909,1629963015,FALSE
"CHINASAT 2E",49062,53,-0.27218868,98.06801605,35787.15,130.42,59.46,188.33499377,-3.16342202,1629963016,FALSE
"COSMOS 2550",48865,52,12.86108665,-70.0629604,468.71,312.19,-67.51,2.01359723,-1.9127426,1629963019,TRUE
"CHALLENGEONE",47956,53,47.18811313,43.48607145,541.99,323.74,-14.53,36.04178808,41.93972087,1629963020,FALSE
"CALSPHERE 1",900,52,77.28574122,128.99648702,997.24,10.86,-25.96,331.732021,45.27990534,1629963022,FALSE
"HISPASAT 1D",27528,52,-1.18731466,-143.02419991,35804.04,72.87,-51.52,308.99458636,-3.45049797,1629963023,FALSE
"INTEGRAL",27540,53,54.09884952,134.75377702,147012.37,35.82,31.51,225.32075634,54.7521153,1629963024,FALSE
"ASIASAT 4",27718,52,0.09820687,38.17370486,35778.67,250.75,40.11,119.28727901,-2.70348561,1629963026,FALSE
"INMARSAT 4-F1",28628,52,-1.09657035,143.51552448,35781.42,99.02,14.99,238.55420603,-3.80024424,1629963027,FALSE
"CUBESAT XI-V",28895,53,4.28608749,103.27393949,694.65,115.3,-1.9,249.50301636,-24.51633413,1629963028,FALSE
"PAKSAT 1R",37779,53,-0.01254196,38.02346615,35777.89,250.7,39.91,119.1329649,-2.82627419,1629963029,FALSE
"NIGERIASAT X",37790,53,80.50117433,146.09836116,701.47,9.43,-30.35,334.72033727,41.27543246,1629963030,FALSE
"INTELSAT 20",38740,53,0.01736738,68.48804439,35779.23,210.57,66.62,153.94480558,-2.86592885,1629963032,FALSE
"SOCRATES",39768,53,67.38924826,87.33558148,627.28,4.43,-19.5,338.7207647,52.7202189,1629963033,FALSE
"TESS",43435,54,-0.62782661,-0.53333465,369694.8,266.07,9.34,85.69489844,-0.92727097,1629963034,FALSE
"KEPLER-2 (TARS)",46319,54,34.4695189,48.33669043,533.95,308.19,-7.91,53.50214806,32.94079499,1629963035,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-51.42049768,161.58324838,437.55,140.91,-48.1,315.72749474,-45.91007335,1629964804,FALSE
"MARS ORBITER MISSION",39370,50,270,175.1833751,-6399.59,360,-89.89,353.00927702,-17.38560679,1629964805,FALSE
"RESOURCESAT 2",37387,50,35.27561872,42.2688405,822.45,306.19,-8.05,61.80019545,31.10514974,1629964806,FALSE
"YOUTHSAT",37388,51,80.60801377,64.38568639,812.66,357.45,-26.29,356.25885031,46.14415024,1629964807,FALSE
"SWAYAM",41607,50,17.29182993,-164.72513636,486.87,64.19,-52.89,320.12687515,0.59131967,1629964809,TRUE
"CARTOSAT 2AT",29710,51,-25.38281681,-127.15263242,410.1,112.45,-77.08,340.16297347,-22.0203886,1629964810,TRUE
"OCEANSAT 2",35931,51,-50.18576589,-111.4321117,744.02,168.44,-72.31,348.79007737,-34.80370367,1629964811,TRUE
"IRNSS-1A",39199,50,27.17441078,51.03184784,35821.99,296,58.3,140.57315002,28.3783678,1629964814,FALSE
"INS-1A",41949,49,-78.46967339,-116.31914968,513.79,176.64,-58.06,350.36203298,-49.38026432,1629964816,FALSE
"KALAMSAT-V2/PSLV",43948,48,-15.96331038,78.10146163,444.34,180.66,-10.22,168.25485717,-82.65205362,1629964818,FALSE
"CHINASAT 2E",49062,49,-0.26481897,98.06763004,35787.45,130.41,59.46,195.86670544,-3.15831352,1629964819,FALSE
"COSMOS 2550",48865,49,45.95677033,71.17036729,474.62,349.52,-6.76,17.1557807,63.5630228,1629964820,FALSE
"CHALLENGEONE",47956,48,18.81186691,-133.26554472,550.82,42.26,-65.06,336.61603346,1.4704407,1629964822,TRUE
"CALSPHERE 1",900,49,-26.44107612,120.66590576,977.8,135.83,-22.95,278.16299193,-48.28275841,1629964823,FALSE
"HISPASAT 1D",27528,48,-1.40830112,-143.03219552,35805.17,73.17,-51.59,316.5169315,-3.66007793,1629964825,FALSE
"INTEGRAL",27540,48,53.84905383,127.622922,147260.17,34.25,35.61,225.41725284,54.69089854,1629964827,FALSE
"ASIASAT 4",27718,46,0.12739922,38.17634819,35778.08,250.79,40.13,126.82688831,-2.65778376,1629964830,FALSE
"INMARSAT 4-F1",28628,45,-1.5101904,143.50747636,35783.1,99.45,14.85,246.08692378,-4.24859304,1629964832,FALSE
"CUBESAT XI-V",28895,46,-72.7544104,-57.83959911,703.21,193.7,-58.04,3.95269387,-48.24334682,1629964833,FALSE
"PAKSAT 1R",37779,46,-0.01103271,38.02614384,35779.02,250.7,39.91,126.67710457,-2.81124904,1629964834,FALSE
"NIGERIASAT X",37790,45,-14.68747718,12.48822482,705.04,248.04,-32.18,55.41928548,-27.48398036,1629964837,FALSE
"INTELSAT 20",38740,46,0.02251957,68.49050163,35778.97,210.58,66.63,161.496667,-2.85402378,1629964839,FALSE
"SOCRATES",39768,47,-42.76852776,53.22947821,635.56,200.43,-27.94,50.5537787,-68.51735794,1629964841,FALSE
"TESS",43435,48,-0.57070583,-7.91395523,369981.7,268.38,2.31,85.85552921,-0.86764793,1629964842,FALSE
"KEPLER-2 (TARS)",46319,49,-76.90588268,1.47766198,561.71,193.25,-50.22,8.26199769,-55.61019747,1629964844,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,15.85441392,-93.68031846,420.31,346.47,-72.38,4.57148177,-0.35690914,1629966604,TRUE
"MARS ORBITER MISSION",39370,49,270,167.65866267,-6399.59,0,-89.89,0.53889881,-17.38642026,1629966606,FALSE
"RESOURCESAT 2",37387,48,-69.41551742,4.90014068,844.59,200.21,-47.45,25.14586153,-55.76551397,1629966608,FALSE
